Date,Name,Brand,Meal,Quantity,Unit,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sodium (mg),Potassium (mg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Zinc (mg),Vitamin A (µg),Vitamin C (mg),Vitamin D (µg),B1 Thiamine (mg),B2 Riboflavin (mg),B3 Niacin (mg),B6 (mg),B9 Folate (µg),Notes
2026-05-30,"Yam, ordinary",IFCT 2017,Breakfast,100,g,83.4,2.18,17.65,0.17,4.08,15.28,463,16.19,0.77,30.4,49.46,0.33,158,13.88,0.23,0.04,0.02,0.56,0.17,15.68,IFCT2017:F018 | Group: Roots and Tubers
2026-05-30,"Yam, wild",IFCT 2017,Breakfast,100,g,102.8,3.07,20.95,0.3,4.57,12.8,654,44.13,1.04,31.75,55.94,0.31,238.95,14.06,1.18,0.121,0.015,0.7,0.2,21.01,IFCT2017:F019 | Group: Roots and Tubers
2026-05-30,"Chillies, green-1",IFCT 2017,Breakfast,100,g,45.7,2.62,6.32,0.73,4.86,3.32,431,24.1,1.46,34.72,62.16,0.31,31.69,79.5,3.14,0.11,0.09,0.8,0.45,25.31,IFCT2017:G001 | Group: Condiments and Spices
2026-05-30,"Chillies, green-2",IFCT 2017,Breakfast,100,g,39.9,2.28,5.27,0.75,5.13,2.47,321,16.86,1.24,27.54,51.72,0.26,232,90.97,3.49,0.08,0.09,0.93,0.29,25.93,IFCT2017:G002 | Group: Condiments and Spices
2026-05-30,"Chillies, green-3",IFCT 2017,Breakfast,100,g,40.4,2.38,5.23,0.75,5.1,2.56,317,18.04,1.25,29.9,50.24,0.27,158,93.63,3.17,0.09,0.11,0.87,0.24,20.45,IFCT2017:G003 | Group: Condiments and Spices
2026-05-30,"Chillies, green-4",IFCT 2017,Breakfast,100,g,45.4,2.33,6.63,0.74,4.15,1.94,318,15.87,1.08,29.74,42.79,0.28,67.84,102,2.87,0.09,0.12,0.9,0.18,15.92,IFCT2017:G004 | Group: Condiments and Spices
2026-05-30,"Chillies, green-5",IFCT 2017,Breakfast,100,g,43.0,2.01,6.64,0.65,3.95,2.19,317,15.31,0.93,23.96,44.35,0.31,45.41,97.77,3.26,0.08,0.16,1.06,0.2,17.75,IFCT2017:G005 | Group: Condiments and Spices
2026-05-30,"Chillies, green-6",IFCT 2017,Breakfast,100,g,41.8,3.01,5.31,0.64,5.15,2.43,340,24.82,0.75,34.8,56.05,0.29,508,108,2.19,0.07,0.13,0.92,0.29,18.87,IFCT2017:G006 | Group: Condiments and Spices
2026-05-30,"Chillies, green-7",IFCT 2017,Breakfast,100,g,39.0,2.12,5.61,0.6,4.95,2,319,16.85,1.23,26.71,45.58,0.17,44,112,2.43,0.08,0.11,0.8,0.22,19.39,IFCT2017:G007 | Group: Condiments and Spices
2026-05-30,"Chillies, green - all varieties",IFCT 2017,Breakfast,100,g,42.3,2.36,5.86,0.72,4.77,2.5,341,18.45,1.2,29.51,50.91,0.27,125,94.07,3.11,0.09,0.11,0.89,0.28,21.5,IFCT2017:G008 | Group: Condiments and Spices
2026-05-30,Coriander leaves,IFCT 2017,Breakfast,100,g,31.1,3.52,1.93,0.7,4.66,37,546,146,5.3,72.68,64.69,0.68,3808,23.87,3.55,0.09,0.05,0.73,0.19,51.01,IFCT2017:G009 | Group: Condiments and Spices
2026-05-30,Curry leaves,IFCT 2017,Breakfast,100,g,63.6,7.41,4.51,1.06,16.83,18.66,584,659,8.67,182,83.29,1.18,7807,6.04,117,0.07,0.13,0.85,0.57,117,IFCT2017:G010 | Group: Condiments and Spices
2026-05-30,"Garlic, big cloves",IFCT 2017,Breakfast,100,g,123.8,6.92,21.93,0.16,5.22,9.42,430,20.08,1.05,27.08,119,0.89,0,12.62,1.88,0.2,0.25,0.38,0.56,85.77,IFCT2017:G011 | Group: Condiments and Spices
2026-05-30,"Garlic, small cloves",IFCT 2017,Breakfast,100,g,122.8,6.75,21.84,0.14,5.47,10.56,453,17.63,0.88,25.78,116,0.81,0,13.57,1.97,0.2,0.23,0.36,0.77,78.82,IFCT2017:G012 | Group: Condiments and Spices
2026-05-30,"Garlic, single clove, Kashmir",IFCT 2017,Breakfast,100,g,125.0,6.12,23.46,0.16,4.01,8.87,584,19,1.01,41.13,128,0.66,0,15.38,2.89,0.25,0.22,0.42,0.97,92.25,IFCT2017:G013 | Group: Condiments and Spices
2026-05-30,"Ginger, fresh",IFCT 2017,Breakfast,100,g,55.0,2.22,8.97,0.85,5.36,10.03,407,18.88,1.9,54.66,44.36,0.39,88.85,5.43,4.09,0.04,0.04,0.42,0.2,10.82,IFCT2017:G014 | Group: Condiments and Spices
2026-05-30,Mango ginger,IFCT 2017,Breakfast,100,g,42.3,1.45,6.98,0.7,4.74,5.51,384,13.74,2.31,36.86,68.33,0.47,76.62,1.62,3.1,0.02,0.07,0.45,0.18,22.62,IFCT2017:G015 | Group: Condiments and Spices
2026-05-30,Mint leaves,IFCT 2017,Breakfast,100,g,37.0,4.66,2.39,0.65,5.89,16.87,539,205,8.56,110,65.25,0.75,4602,17.16,3.37,0.02,0.19,0.74,0.17,106,IFCT2017:G016 | Group: Condiments and Spices
2026-05-30,"Onion, big",IFCT 2017,Breakfast,100,g,48.0,1.5,9.56,0.24,2.45,5.5,171,21.03,0.43,17.96,32.34,0.35,1.08,6.69,0.73,0.04,0.01,0.34,0.1,28.88,IFCT2017:G017 | Group: Condiments and Spices
2026-05-30,"Onion, small",IFCT 2017,Breakfast,100,g,56.6,1.82,11.58,0.16,1.16,4.06,160,19.92,0.53,15.16,39.65,0.24,1.1,10.96,0.12,0.07,0.02,0.21,0.12,29.68,IFCT2017:G018 | Group: Condiments and Spices
2026-05-30,Asafoetida,IFCT 2017,Breakfast,100,g,331.5,6.34,71.95,1.26,5.13,16.04,245,266,15.68,96.4,69.09,0.98,6.42,0,12.59,0.82,0.01,0.43,0.02,26.28,IFCT2017:G019 | Group: Condiments and Spices
2026-05-30,"Cardamom, green",IFCT 2017,Breakfast,100,g,255.0,8.1,47.76,2.6,23.1,15.51,1262,378,8.33,330,132,3.71,21.91,0,43.72,0.12,0.07,1.13,0.15,2.85,IFCT2017:G020 | Group: Condiments and Spices
2026-05-30,"Cardamom, black",IFCT 2017,Breakfast,100,g,270.6,6.69,52.53,2.8,23.46,16.25,1331,312,7.94,286,117,4.75,77.48,0,43.55,0.05,0.13,0.52,0.2,4.96,IFCT2017:G021 | Group: Condiments and Spices
2026-05-30,"Chillies, red",IFCT 2017,Breakfast,100,g,236.6,12.69,29.46,6.4,31.15,19.45,2245,99.83,6.23,231,280,1.66,3141,0,24.36,0.46,0.83,6.94,0.42,51.5,IFCT2017:G022 | Group: Condiments and Spices
2026-05-30,Cloves,IFCT 2017,Breakfast,100,g,186.7,5.86,18.73,8.41,34.52,183,1434,567,9.41,334,83.1,1.13,82.06,0,45.07,0.53,0.22,1.15,0.03,32.81,IFCT2017:G023 | Group: Condiments and Spices
2026-05-30,Coriander seeds,IFCT 2017,Breakfast,100,g,268.9,10.66,12.98,17.47,44.81,34.41,1473,718,17.64,343,293,3.91,122,0,1.31,0.19,0.23,1.2,0.04,22.07,IFCT2017:G024 | Group: Condiments and Spices
2026-05-30,Cumin seeds,IFCT 2017,Breakfast,100,g,304.5,13.91,22.62,16.64,30.35,125,1886,878,20.58,442,382,4.29,89.19,0,12.1,0.52,0.13,2.87,0.39,27.79,IFCT2017:G025 | Group: Condiments and Spices
2026-05-30,Fenugreek seeds,IFCT 2017,Breakfast,100,g,234.9,25.41,10.57,5.72,47.55,40.2,891,135,8.47,167,435,3.8,142,0,1.98,0.28,0.14,1.19,0.77,51.11,IFCT2017:G026 | Group: Condiments and Spices
2026-05-30,Mace,IFCT 2017,Breakfast,100,g,355.6,6.24,26.51,24.41,20.31,27.17,623,174,22.69,207,110,1.16,2322,0,44.92,0.13,0.13,0.92,0.3,32.65,IFCT2017:G027 | Group: Condiments and Spices
2026-05-30,Nutmeg,IFCT 2017,Breakfast,100,g,463.7,6.3,27.64,36.52,11.99,14.31,474,148,2.33,212,207,1.45,15.37,0,46.67,0.04,0.05,0.51,0.1,74.78,IFCT2017:G028 | Group: Condiments and Spices
2026-05-30,Omum,IFCT 2017,Breakfast,100,g,357.3,15.89,24.53,21.11,20.58,28.58,1692,1034,13.65,273,329,5.67,797.37,0,2.62,0.3,0.23,1.23,0.24,51.79,IFCT2017:G029 | Group: Condiments and Spices
2026-05-30,Pippali,IFCT 2017,Breakfast,100,g,216.5,10.53,35.7,2.27,34.14,16.28,1852,414,7.99,189,181,1.52,933,0,118,0.06,0.14,1.06,0.6,66.45,IFCT2017:G030 | Group: Condiments and Spices
2026-05-30,"Pepper, black",IFCT 2017,Breakfast,100,g,217.5,10.12,36.22,2.74,33.16,24.08,1487,405,11.91,196,144,1.24,1089,0,25.68,0.06,0.09,0.85,0.27,21.89,IFCT2017:G031 | Group: Condiments and Spices
2026-05-30,Poppy seeds,IFCT 2017,Breakfast,100,g,422.6,20.31,12.37,30.38,26.68,25.35,646,1372,10.13,393,804,6.38,3.51,0,33.92,0.87,0.1,0.77,0.42,78.73,IFCT2017:G032 | Group: Condiments and Spices
2026-05-30,Turmeric powder,IFCT 2017,Breakfast,100,g,280.6,7.66,49.22,5.03,21.38,24.41,2374,122,46.08,260,276,2.64,55.2,0,18.67,0.06,0.01,1.55,0.13,13.86,IFCT2017:G033 | Group: Condiments and Spices
2026-05-30,Almond,IFCT 2017,Breakfast,100,g,609.2,18.41,3.04,58.49,13.06,1.5,699,228,4.59,318,446,3.5,0,0.74,1.61,0.15,0.26,3.71,0.09,36.46,IFCT2017:H001 | Group: Nuts and Oil Seeds
2026-05-30,"Arecanut, dried, brown",IFCT 2017,Breakfast,100,g,350.6,5.78,70.42,4.35,11.44,12.06,524,61,2.74,76.39,105,0.89,0,0,12.77,0.04,0.03,0.71,0.32,7.54,IFCT2017:H002 | Group: Nuts and Oil Seeds
2026-05-30,"Arecanut, dried, red color",IFCT 2017,Breakfast,100,g,353.0,6.46,70.27,4.46,11.11,17.13,617,51,3.26,91.01,127,1.02,0,0,12.6,0.03,0.24,0.8,0.21,8.57,IFCT2017:H003 | Group: Nuts and Oil Seeds
2026-05-30,"Arecanut, fresh",IFCT 2017,Breakfast,100,g,244.7,2.73,45,5.51,7.63,5.53,329,34.03,1.04,47.6,90.48,0.56,0,0,11.03,0.038,0.031,0.74,0.25,26.51,IFCT2017:H004 | Group: Nuts and Oil Seeds
2026-05-30,Cashew nut,IFCT 2017,Breakfast,100,g,582.7,18.78,25.46,45.2,3.86,9,635,34,5.95,307,500,5.34,0,0,3.85,0.61,0.03,1.03,0.16,25.2,IFCT2017:H005 | Group: Nuts and Oil Seeds
2026-05-30,"Coconut, kernel, dry",IFCT 2017,Breakfast,100,g,624.0,7.27,8.01,63.26,15.88,16.68,739,32,3.13,97.21,203,1.41,0,0,0,0.04,0.04,0.71,0.15,24.27,IFCT2017:H006 | Group: Nuts and Oil Seeds
2026-05-30,"Coconut, kernel, fresh",IFCT 2017,Breakfast,100,g,408.9,3.84,6.3,41.38,10.42,8.12,246,8,1.3,35,67.73,0.58,2.66,0.8,0,0.03,0.08,0.3,0.1,25.41,IFCT2017:H007 | Group: Nuts and Oil Seeds
2026-05-30,"Garden cress, seeds",IFCT 2017,Breakfast,100,g,445.3,23.36,33.66,23.74,8.27,21.84,952,318,17.2,307,539,4.83,0,0,1.92,0.52,0.15,5.67,0.05,30.92,IFCT2017:H008 | Group: Nuts and Oil Seeds
2026-05-30,"Gingelly seeds, black",IFCT 2017,Breakfast,100,g,507.6,19.17,10.29,43.1,17.16,15.91,480,1664,13.9,390,568,8.59,13.09,0,67.83,0.34,0.1,3.12,0.64,127,IFCT2017:H009 | Group: Nuts and Oil Seeds
2026-05-30,"Gingelly seeds, brown",IFCT 2017,Breakfast,100,g,516.5,21.61,9.76,43.22,17.21,11.94,491,1174,14.95,328,613,7.84,5.41,0,76.51,0.27,0.08,3.05,0.49,92.63,IFCT2017:H010 | Group: Nuts and Oil Seeds
2026-05-30,"Gingelly seeds, white",IFCT 2017,Breakfast,100,g,519.6,21.7,10.83,43.05,16.99,15.43,460,1283,15.04,372,754,7.77,12.94,0,62.74,0.36,0.07,3.94,0.62,131,IFCT2017:H011 | Group: Nuts and Oil Seeds
2026-05-30,Ground nut,IFCT 2017,Breakfast,100,g,520.1,23.65,17.27,39.63,10.38,12.21,679,54,3.44,197,391,3.18,22.75,0,7.1,0.57,0.12,11.35,0.23,90.87,IFCT2017:H012 | Group: Nuts and Oil Seeds
2026-05-30,Mustard seeds,IFCT 2017,Breakfast,100,g,509.6,19.51,16.8,40.19,14.1,3.97,694,402,13.49,266,715,4.03,36.72,0,31.79,0.55,0.33,3.8,0.24,94.88,IFCT2017:H013 | Group: Nuts and Oil Seeds
2026-05-30,Linseeds,IFCT 2017,Breakfast,100,g,443.8,18.55,10.99,35.67,26.17,32.93,655,257,5.44,349,445,4.86,1.05,0,0.55,0.28,0.05,1.09,0.35,86.5,IFCT2017:H014 | Group: Nuts and Oil Seeds
2026-05-30,"Niger seeds, black",IFCT 2017,Breakfast,100,g,512.4,18.92,22.98,38.61,10.93,10.7,716,572,18.19,346,461,4.98,2.15,0,2.52,0.46,0.23,1.14,0.45,140,IFCT2017:H015 | Group: Nuts and Oil Seeds
2026-05-30,"Niger seeds, grey",IFCT 2017,Breakfast,100,g,508.6,18.34,20.59,39.53,10.96,8.08,874,375,19.61,379,474,3.62,11.22,0,2.7,0.38,0.35,0.88,0.34,73.13,IFCT2017:H016 | Group: Nuts and Oil Seeds
2026-05-30,Pine seeds,IFCT 2017,Breakfast,100,g,594.2,12.55,26.77,48.79,3.79,1.31,686,17,4.5,268,618,4.18,1.98,0,0.61,0.36,0.08,3.52,0.11,31.64,IFCT2017:H017 | Group: Nuts and Oil Seeds
2026-05-30,Pistachio nuts,IFCT 2017,Breakfast,100,g,539.4,23.35,15.82,42.49,10.64,6.93,1053,135,4.5,149,537,2.42,110,0,1.8,0.98,0.04,0.86,0.96,64.9,IFCT2017:H018 | Group: Nuts and Oil Seeds
2026-05-30,Safflower seeds,IFCT 2017,Breakfast,100,g,473.5,17.66,30.18,30.87,13.49,3.05,550,211,4.06,321,644,3.9,2.07,0,1.91,0.85,0.15,1.12,0.93,82.41,IFCT2017:H019 | Group: Nuts and Oil Seeds
2026-05-30,Sunflower seeds,IFCT 2017,Breakfast,100,g,586.3,23.53,6.85,51.85,10.8,1.9,559,176,5.85,413,752,7.07,8.15,0,1.54,0.59,0.13,1.6,0.94,81.79,IFCT2017:H020 | Group: Nuts and Oil Seeds
2026-05-30,Walnut,IFCT 2017,Breakfast,100,g,671.4,14.92,10.14,64.27,5.39,1.33,457,105,3.21,180,400,2.94,14.47,0.88,46.31,0.4,0.12,0.86,0.8,57.95,IFCT2017:H021 | Group: Nuts and Oil Seeds
2026-05-30,"Jaggery, cane",IFCT 2017,Breakfast,100,g,353.7,1.85,84.87,0.16,0,25.38,488,107,4.63,115,74.53,0.45,0,0,0.47,0.04,0.01,0.02,0.71,14.4,IFCT2017:I001 | Group: Sugars
2026-05-30,"Sugarcane, juice",IFCT 2017,Breakfast,100,g,57.8,0.16,13.11,0.4,0.56,1.16,150,18,1.12,13.03,22.08,0.14,7.87,6.73,0.41,0.03,0.04,0.14,0.4,44.53,IFCT2017:I002 | Group: Sugars
2026-05-30,"Button mushroom, fresh",IFCT 2017,Breakfast,100,g,27.5,3.68,1.98,0.42,3.11,7.72,318,18.38,0.29,18.3,87.11,0.17,0,0,20.54,0.01,0.03,0.68,0.12,8.28,IFCT2017:J001 | Group: Mushrooms
2026-05-30,"Chicken mushroom, fresh",IFCT 2017,Breakfast,100,g,21.3,1.84,2.76,0.25,1.99,10.22,340,4.83,0.3,10.78,79.74,0.55,0,0.45,27.58,0.37,0.06,1.45,0.11,11.13,IFCT2017:J002 | Group: Mushrooms
2026-05-30,"Shiitake mushroom, fresh",IFCT 2017,Breakfast,100,g,58.1,3.19,8.98,0.76,3.02,9.3,323,5.3,1.93,24.47,96.36,1.21,0,0,36.4,0.05,0.16,1.92,0.45,10.92,IFCT2017:J003 | Group: Mushrooms
2026-05-30,"Oyster mushroom, dried",IFCT 2017,Breakfast,100,g,243.5,19.04,33.07,2.86,39.12,8.67,350,23.61,3.58,136,702,8.67,0,0,109,0.24,0.17,3.77,0.85,10.4,IFCT2017:J004 | Group: Mushrooms
2026-05-30,Toddy,IFCT 2017,Breakfast,100,g,24.1,0.18,5.72,0.03,0,1.64,83.54,0.44,0.42,3.99,5.82,0.01,0,0.92,0,0.01,0.27,0.35,0.03,0.73,IFCT2017:K001 | Group: Miscellaneous Foods
2026-05-30,Coconut water,IFCT 2017,Breakfast,100,g,15.3,0.26,3.16,0.16,0,28.09,215,27.47,0.06,18.19,18.05,0.04,0,0.64,0,0.01,0.01,0.04,0.06,10.88,IFCT2017:K002 | Group: Miscellaneous Foods
2026-05-30,"Milk, whole, Buffalo",IFCT 2017,Breakfast,100,g,107.3,3.68,8.39,6.58,0,30.1,109,121,0.16,10.05,86.94,0.3,8.42,2.37,1.63,0.05,0.13,0.07,0.04,8.57,IFCT2017:L001 | Group: Milk and Milk Products
2026-05-30,"Milk, whole, Cow",IFCT 2017,Breakfast,100,g,72.9,3.26,4.94,4.48,0,25.46,115,118,0.15,8.28,96.56,0.33,13.67,2.01,1.22,0.03,0.11,0.08,0.04,7.03,IFCT2017:L002 | Group: Milk and Milk Products
2026-05-30,Paneer,IFCT 2017,Breakfast,100,g,257.9,18.86,12.41,14.78,0,18.04,63.53,476,0.9,26.62,330,2.74,4.39,0,0.13,0.02,0.1,0.13,0.04,93.31,IFCT2017:L003 | Group: Milk and Milk Products
2026-05-30,Khoa,IFCT 2017,Breakfast,100,g,316.0,16.34,16.53,20.62,0,48.1,536,602,2.32,58.53,476,2.34,3.52,0,0.12,0.11,0.11,0.43,0.06,94.25,IFCT2017:L004 | Group: Milk and Milk Products
2026-05-30,Coconut oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T001 | Group: Edible Oils and Fats
2026-05-30,Corn oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T002 | Group: Edible Oils and Fats
2026-05-30,Cotton seed oil,IFCT 2017,Breakfast,100,g,0.0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T003 | Group: Edible Oils and Fats
2026-05-30,Gingelly oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T004 | Group: Edible Oils and Fats
2026-05-30,Groundnut oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T005 | Group: Edible Oils and Fats
2026-05-30,Mustard oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T006 | Group: Edible Oils and Fats
2026-05-30,Palm oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T007 | Group: Edible Oils and Fats
2026-05-30,Rice bran oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T008 | Group: Edible Oils and Fats
2026-05-30,Safflower oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T009 | Group: Edible Oils and Fats
2026-05-30,Safflower oil (blended),IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T010 | Group: Edible Oils and Fats
2026-05-30,Soyabean oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T011 | Group: Edible Oils and Fats
2026-05-30,Sunflower oil,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T012 | Group: Edible Oils and Fats
2026-05-30,Ghee,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T013 | Group: Edible Oils and Fats
2026-05-30,Vanaspati,IFCT 2017,Breakfast,100,g,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFCT2017:T014 | Group: Edible Oils and Fats
2026-05-30,Moong Dal Khichdi (Cooked),Homemade,Breakfast,100,g,115,4.2,19.8,2.1,2.5,240,,22,1.2,,,0.8,,1.5,,0.08,0.04,0.6,,35,"Traditional cooked rice and moong dal khichdi. Comfort food, easy to digest."
2026-05-30,Ragi Porridge (Cooked),Homemade,Breakfast,100,g,95,1.8,18.2,1.1,2.1,15,,86,1,,,0.5,,,,,,,,,"Finger millet porridge. High calcium champion, excellent for infant solid foods."
2026-05-30,Whole Wheat Roti (Cooked),Homemade,Breakfast,100,g,264,8.5,54,1.5,8.2,3,,35,3.2,,,2.1,,,,0.35,0.12,3.8,,28,Standard Indian flatbread cooked on tawa without ghee/oil.
2026-05-30,Palak Paneer (Cooked),Homemade,Breakfast,100,g,142,7.2,3.8,11.2,2.2,310,,210,1.8,,,1.1,340,12,,,,,,65,"Spinach curry with paneer. Rich in calcium, Vitamin A, and protein."
2026-05-30,Sprouted Moong Salad (Raw/Steamed),Homemade,Breakfast,100,g,128,8.8,21,0.6,4.5,12,,38,2.4,,,1.2,12,16,,0.18,0.15,1.2,,85,Sprouted whole green gram. Highly bioavailable vitamins and minerals due to germination.
